,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
2866,LXG41A,LXG41A_4356,Unknown,C25M,3e1b1e,L2J,Jet,2.0,4491.0,Light,115.0,1600.0,2297,10.315827,2024-07-13 11:36:03+00:00,,0.6294095225512605,0.0170370868554659,0.2061073738537635,0.09549150281252627,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,152.0,17.0,3.0,,0.0,0.0,False,True,,,10,0.0,602.0,323.0,4,4,False,EDW245Z_13819,54.0,61.8,59.5,60.0,73.6,69.42857142857143,False,False,62.0
2867,KLM1921,KLM1921_8012,KLM,E75L,48548d,L2J,Jet,2.0,34000.0,Medium,143.0,1625.0,3328,113.152,2024-07-13 11:44:02+00:00,,0.6294095225512605,0.0170370868554659,0.002739052315863355,0.4477357683661729,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,479.0,17.0,3.0,,0.0,0.0,False,True,,,10,0.0,602.0,323.0,2,2,False,LXG41A_4356,62.0,60.0,58.0,45.0,53.6,54.0,False,False,47.0
2868,QTR5F,QTR5F_355,QTR,A359,06a102,L2J,Jet,2.0,207000.0,Heavy,140.0,1625.0,3216,665.712,2024-07-13 11:45:39+00:00,,0.6294095225512605,0.0170370868554659,0.0,0.4999999999999999,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,97.0,17.0,3.0,,0.0,0.0,False,True,,,10,0.0,602.0,323.0,3,3,False,KLM1921_8012,47.0,58.2,54.333333333333336,49.0,54.6,58.5,False,False,59.0
2869,OOGSP,OOGSP_6782,Unknown,C680,449e70,L2J,Jet,2.0,12292.0,Medium,112.0,1600.0,2207,27.128444,2024-07-13 11:50:43+00:00,,0.6294095225512605,0.0170370868554659,0.0669872981077807,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,304.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,323.0,3,3,False,QTR5F_355,59.0,57.2,56.0,62.0,60.333333333333336,60.333333333333336,False,False,65.0
2870,THY62PE,THY62PE_25582,THY,A21N,4bb203,L2J,Jet,2.0,79200.0,Medium,148.0,1625.0,3520,278.784,2024-07-13 11:52:16+00:00,,0.6294095225512605,0.0170370868554659,0.128427587261303,0.8345653031794292,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,93.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,323.0,3,3,False,OOGSP_6782,65.0,57.4,57.0,61.0,55.0,55.261538461538464,False,False,51.0
2871,RJA153,RJA153_30586,Unknown,A320,740737,L2J,Jet,2.0,66000.0,Medium,134.0,1625.0,2998,197.868,2024-07-13 11:54:14+00:00,,0.6294095225512605,0.0170370868554659,0.20610737385376332,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,118.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,323.0,4,4,False,THY62PE_25582,51.0,56.8,55.5,55.0,53.4,53.89113530326594,False,False,53.0
2872,UAE36P,UAE36P_30895,UAE,A388,896190,L4J,Jet,4.0,394000.0,Super,143.0,1650.0,3403,1340.782,2024-07-13 12:04:02+00:00,,0.5000000000000001,0.0,0.7033683215379001,0.9567727288213004,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,588.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,3,3,False,RJA153_30586,53.0,55.0,56.333333333333336,83.0,67.0,62.25,False,False,63.0
2873,OAW7653,OAW7653_10400,OAW,E295,4b0293,L2J,Jet,2.0,54000.0,Medium,138.0,1625.0,3142,169.668,2024-07-13 12:07:19+00:00,,0.5000000000000001,0.0,0.8345653031794291,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,197.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,2,2,False,UAE36P_30895,63.0,58.2,58.0,44.0,49.8,51.067796610169495,False,False,56.0
2874,EDW31U,EDW31U_20956,EDW,A320,4b18f4,L2J,Jet,2.0,66000.0,Medium,143.0,1650.0,3403,224.598,2024-07-13 12:08:44+00:00,,0.5000000000000001,0.0,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,85.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,3,3,False,OAW7653_10400,56.0,57.6,57.333333333333336,53.0,53.4,53.88975155279503,False,False,49.0
2875,CFG5ZY,CFG5ZY_2782,CFG,A320,3c6461,L2J,Jet,2.0,66000.0,Medium,137.0,1475.0,2657,175.362,2024-07-13 12:11:08+00:00,,0.5000000000000001,0.0,0.9567727288213004,0.7033683215379002,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,144.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,3,3,False,EDW31U_20956,49.0,54.4,56.0,49.0,52.8,53.882170542635656,False,False,55.0
2876,DLH7EV,DLH7EV_1985,DLH,CRJ9,3c4dce,L2J,Jet,2.0,33339.0,Medium,139.0,1625.0,3179,105.984681,2024-07-13 12:13:47+00:00,,0.5000000000000001,0.0,0.9890738003669028,0.6039558454088796,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,159.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,4,4,False,CFG5ZY_2782,55.0,55.2,55.75,59.0,54.8,53.06976744186046,False,False,57.0
2877,AUA569,AUA569_6373,AUA,E195,440821,L2J,Jet,2.0,45800.0,Medium,144.0,1600.0,3291,150.7278,2024-07-13 12:18:05+00:00,,0.5000000000000001,0.0,0.9755282581475768,0.34549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,258.0,17.0,4.0,170.0,0.5868240888334652,0.00759612349389599,False,False,3.36,2.16,10,0.0,603.0,324.0,5,5,False,DLH7EV_1985,57.0,56.0,56.0,58.0,49.0,51.354838709677416,False,False,62.0
2878,EDW371,EDW371_20501,EDW,A320,4b18f1,L2J,Jet,2.0,66000.0,Medium,135.0,1625.0,3034,200.244,2024-07-13 12:20:08+00:00,,0.5000000000000001,0.0,0.9330127018922194,0.2500000000000001,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,123.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,5,5,False,AUA569_6373,62.0,55.8,55.8,55.0,52.2,53.88390092879257,False,False,62.0
2879,AXY515K,AXY515K_27325,Unknown,CRJ2,4d2150,L2J,Jet,2.0,20276.0,Medium,138.0,1625.0,3142,63.707192,2024-07-13 12:25:11+00:00,,0.5000000000000001,0.0,0.75,0.06698729810778065,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,303.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,4,4,False,EDW371_20501,62.0,57.0,59.0,54.0,54.0,54.0,False,False,58.0
2880,EDW177E,EDW177E_13370,EDW,A320,4b161e,L2J,Jet,2.0,66000.0,Medium,139.0,1625.0,3179,209.814,2024-07-13 12:26:46+00:00,,0.5000000000000001,0.0,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,95.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,4,4,False,AXY515K_27325,58.0,58.8,59.75,62.0,54.8,53.89644513137558,False,False,61.0
2881,ASL10A,ASL10A_26339,ASL,A319,4c01e3,L2J,Jet,2.0,61000.0,Medium,126.0,1625.0,2723,166.103,2024-07-13 12:35:26+00:00,,0.5000000000000001,0.0,0.2500000000000001,0.06698729810778059,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,520.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,2,2,False,EDW177E_13370,61.0,60.0,59.5,64.0,56.6,56.93181818181818,False,False,59.0
2882,SWR1CZ,SWR1CZ_18336,SWR,BCS3,4b180b,L2J,Jet,2.0,60600.0,Medium,137.0,1650.0,3180,192.708,2024-07-13 12:36:38+00:00,,0.5000000000000001,0.0,0.2061073738537635,0.09549150281252627,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,72.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,3,3,False,ASL10A_26339,59.0,60.4,59.333333333333336,49.0,50.8,52.9765625,False,False,52.0
2883,BAW714T,BAW714T_4502,BAW,A319,400877,L2J,Jet,2.0,61000.0,Medium,142.0,1625.0,3290,200.69,2024-07-13 12:37:52+00:00,,0.5000000000000001,0.0,0.16543469682057088,0.12842758726130288,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,74.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,4,4,False,SWR1CZ_18336,52.0,58.4,57.5,59.0,58.0,56.56488549618321,False,False,53.0
2884,LEA464J,LEA464J_1308,Unknown,FA7X,399043,L3J,Jet,3.0,28304.0,Medium,127.0,1600.0,2681,75.883024,2024-07-13 12:47:42+00:00,,0.5000000000000001,0.0,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,590.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,3,3,False,BAW714T_4502,53.0,56.6,54.666666666666664,63.0,55.6,56.375,False,False,55.0
2885,SWR457,SWR457_15838,SWR,BCS1,4b17e3,L2J,Jet,2.0,54200.0,Medium,130.0,1600.0,2784,150.8928,2024-07-13 12:49:32+00:00,,0.5000000000000001,0.0,0.043227271178699456,0.7033683215378999,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,110.0,18.0,5.0,120.0,0.9330127018922194,0.2500000000000001,False,False,4.78,-1.48,10,0.0,604.0,324.0,4,4,False,LEA464J_1308,55.0,56.0,54.75,53.0,54.8,55.35042735042735,False,False,57.0
2886,SWR4SM,SWR4SM_18829,SWR,A20N,4b1816,L2J,Jet,2.0,67400.0,Medium,150.0,1625.0,3599,242.5726,2024-07-13 12:50:48+00:00,,0.5000000000000001,0.0,0.0669872981077807,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,76.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,324.0,4,4,False,SWR457_15838,57.0,55.2,54.25,64.0,52.8,55.49305555555556,False,False,54.0
2887,EDW27D,EDW27D_13570,EDW,A320,4b161f,L2J,Jet,2.0,66000.0,Medium,141.0,1650.0,3327,219.582,2024-07-13 12:53:05+00:00,,0.5000000000000001,0.0,0.16543469682057094,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,137.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,324.0,3,3,False,SWR4SM_18829,54.0,54.2,55.333333333333336,61.0,56.0,53.907407407407405,False,False,58.0
2888,TAP920,TAP920_9110,TAP,A320,4951d5,L2J,Jet,2.0,66000.0,Medium,130.0,1625.0,2858,188.628,2024-07-13 12:55:56+00:00,,0.5000000000000001,0.0,0.25000000000000017,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,171.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,324.0,4,4,False,EDW27D_13570,58.0,55.4,56.0,58.0,57.0,53.91371340523883,False,False,69.0
2889,BQA1,BQA1_11020,Unknown,PC12,4b0f59,L1T,Turboprop,1.0,4500.0,Light,132.0,1625.0,2928,13.176,2024-07-13 13:03:23+00:00,,0.37059047744873963,0.017037086855465844,0.6545084971874737,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,447.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,4,4,False,TAP920_9110,69.0,58.6,59.5,58.0,71.2,68.17241379310344,False,False,63.0
2890,SWR2HE,SWR2HE_12906,SWR,A320,4b1619,L2J,Jet,2.0,66000.0,Medium,139.0,1625.0,3179,209.814,2024-07-13 13:05:41+00:00,,0.37059047744873963,0.017037086855465844,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,138.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,4,4,False,BQA1_11020,63.0,60.2,61.0,69.0,61.0,53.93692307692308,False,False,55.0
2891,SWR1QF,SWR1QF_11760,SWR,A320,4b1613,L2J,Jet,2.0,66000.0,Medium,137.0,1650.0,3180,209.88,2024-07-13 13:07:08+00:00,,0.37059047744873963,0.017037086855465844,0.8345653031794291,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,87.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,4,4,False,SWR2HE_12906,55.0,59.8,61.25,55.0,61.0,53.93855606758832,False,False,64.0
2892,EDW23P,EDW23P_11102,EDW,A320,4b15ed,L2J,Jet,2.0,66000.0,Medium,144.0,1625.0,3366,222.156,2024-07-13 13:08:58+00:00,,0.37059047744873963,0.017037086855465844,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,110.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,4,4,False,SWR1QF_11760,64.0,61.8,62.75,64.0,61.4,53.95398773006135,False,False,58.0
2893,EDW317H,EDW317H_11293,EDW,A320,4b15ee,L2J,Jet,2.0,66000.0,Medium,137.0,1650.0,3180,209.88,2024-07-13 13:10:24+00:00,,0.37059047744873963,0.017037086855465844,0.9330127018922193,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,86.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,5,5,False,EDW23P_11102,58.0,61.8,61.8,58.0,60.8,53.96018376722818,False,False,65.0
2894,SWR39,SWR39_21722,SWR,B77W,4b1918,L2J,Jet,2.0,251290.0,Heavy,144.0,1625.0,3366,845.84214,2024-07-13 13:12:02+00:00,,0.37059047744873963,0.017037086855465844,0.9755282581475768,0.6545084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,98.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,5,5,False,EDW317H_11293,65.0,61.0,61.0,59.0,59.8,58.92857142857143,False,False,76.0
2895,PGT2DU,PGT2DU_25772,PGT,A21N,4bc854,L2J,Jet,2.0,79200.0,Medium,135.0,1625.0,3034,240.2928,2024-07-13 13:15:10+00:00,,0.37059047744873963,0.017037086855465844,1.0,0.5000000000000001,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,188.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,6,6,False,SWR39_21722,76.0,63.6,63.5,51.0,54.8,55.196969696969695,False,False,52.0
2896,SWR41G,SWR41G_21681,SWR,B77W,4b1917,L2J,Jet,2.0,251290.0,Heavy,150.0,1650.0,3674,923.23946,2024-07-13 13:17:09+00:00,,0.37059047744873963,0.017037086855465844,0.9890738003669028,0.3960441545911203,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,119.0,19.0,5.0,170.0,0.5868240888334652,0.00759612349389599,False,False,4.2,2.71,10,0.0,605.0,325.0,7,7,False,PGT2DU_25772,52.0,63.0,61.857142857142854,76.0,62.4,59.129411764705885,False,False,64.0
2897,SWR3CG,SWR3CG_9777,SWR,E290,4b028c,L2J,Jet,2.0,49050.0,Medium,132.0,1625.0,2928,143.6184,2024-07-13 13:22:46+00:00,,0.37059047744873963,0.017037086855465844,0.8715724127386972,0.16543469682057105,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,337.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,5,5,False,SWR41G_21681,64.0,63.0,63.0,57.0,54.0,53.402061855670105,False,False,53.0
2898,EDW215P,EDW215P_20146,EDW,A320,4b18ba,L2J,Jet,2.0,66000.0,Medium,137.0,1625.0,3106,204.996,2024-07-13 13:26:33+00:00,,0.37059047744873963,0.017037086855465844,0.7033683215379001,0.04322727117869951,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,227.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,4,4,False,SWR3CG_9777,53.0,62.0,61.25,65.0,62.2,53.977064220183486,False,False,54.0
2899,SWR98X,SWR98X_17691,SWR,BCS3,4b1803,L2J,Jet,2.0,60600.0,Medium,134.0,1625.0,2998,181.6788,2024-07-13 13:29:03+00:00,,0.37059047744873963,0.017037086855465844,0.5522642316338267,0.0027390523158632996,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,150.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,4,4,False,EDW215P_20146,54.0,59.8,55.75,52.0,50.4,53.07751937984496,False,False,60.0
2900,EDW49D,EDW49D_20089,EDW,A320,4b18b9,L2J,Jet,2.0,66000.0,Medium,139.0,1625.0,3179,209.814,2024-07-13 13:39:28+00:00,,0.37059047744873963,0.017037086855465844,0.09549150281252633,0.20610737385376338,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,625.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,2,2,False,SWR98X_17691,60.0,56.6,57.0,54.0,59.2,53.97709923664122,False,False,59.0
2901,P4HBK,P4HBK_7981,Unknown,GL5T,4850c2,L2J,Jet,2.0,35652.0,Medium,121.0,1625.0,2559,91.233468,2024-07-13 13:43:52+00:00,,0.37059047744873963,0.017037086855465844,0.010926199633097211,0.3960441545911201,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,264.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,2,2,False,EDW49D_20089,59.0,58.0,59.5,59.0,59.0,59.0,False,False,72.0
2902,SWR890M,SWR890M_23829,SWR,E190,4b19f4,L2J,Jet,2.0,43000.0,Medium,126.0,1625.0,2723,117.089,2024-07-13 13:47:46+00:00,,0.37059047744873963,0.017037086855465844,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,234.0,19.0,7.0,160.0,0.6710100716628344,0.03015368960704584,False,False,6.45,2.71,10,0.0,606.0,325.0,2,2,False,P4HBK_7981,72.0,59.6,65.5,56.0,51.8,53.357142857142854,False,False,60.0
2903,SWR5GE,SWR5GE_14406,SWR,A321,4b1698,L2J,Jet,2.0,77800.0,Medium,146.0,1625.0,3443,267.8654,2024-07-13 13:50:45+00:00,,0.37059047744873963,0.017037086855465844,0.0669872981077807,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,179.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,325.0,3,3,False,SWR890M_23829,60.0,61.0,63.666666666666664,54.0,54.4,53.028901734104046,False,False,55.0
2904,SWR7CH,SWR7CH_16561,SWR,BCS3,4b17fa,L2J,Jet,2.0,60600.0,Medium,135.0,1600.0,2959,179.3154,2024-07-13 13:55:22+00:00,,0.37059047744873963,0.017037086855465844,0.25000000000000017,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,277.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,325.0,3,3,False,SWR5GE_14406,55.0,61.2,62.333333333333336,60.0,52.2,53.095360824742265,False,False,59.0
2905,SWR358H,SWR358H_15182,SWR,BCS1,4b17e0,L2J,Jet,2.0,54200.0,Medium,132.0,1625.0,2928,158.6976,2024-07-13 13:58:38+00:00,,0.37059047744873963,0.017037086855465844,0.3960441545911205,0.9890738003669028,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,196.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,325.0,4,4,False,SWR7CH_16561,59.0,61.0,61.5,57.0,54.4,55.36440677966102,False,False,63.0
2906,SWR424T,SWR424T_24324,SWR,E190,4b19fe,L2J,Jet,2.0,43000.0,Medium,129.0,1625.0,2824,121.432,2024-07-13 14:03:09+00:00,,0.2500000000000001,0.06698729810778059,0.6545084971874737,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,271.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,3,3,False,SWR358H_15182,63.0,61.8,59.0,60.0,54.6,53.4,False,False,53.0
2907,SWR123,SWR123_21572,SWR,A343,4b1904,L4J,Jet,4.0,192000.0,Heavy,142.0,1625.0,3290,631.68,2024-07-13 14:04:22+00:00,,0.2500000000000001,0.06698729810778059,0.7033683215379001,0.9567727288213004,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,73.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,4,4,False,SWR424T_24324,53.0,58.0,57.5,64.0,58.4,57.470588235294116,False,False,65.0
2908,SWR696V,SWR696V_14577,SWR,A321,4b1699,L2J,Jet,2.0,77800.0,Medium,141.0,1625.0,3253,253.0834,2024-07-13 14:06:25+00:00,,0.2500000000000001,0.06698729810778059,0.7938926261462366,0.9045084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,123.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,4,4,False,SWR123_21572,65.0,59.0,60.0,55.0,54.2,53.04022988505747,False,False,51.0
2909,EDW131G,EDW131G_20296,EDW,A320,4b18bb,L2J,Jet,2.0,66000.0,Medium,132.0,1625.0,2928,193.248,2024-07-13 14:08:04+00:00,,0.2500000000000001,0.06698729810778059,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,99.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,5,5,False,SWR696V_14577,51.0,58.2,58.2,59.0,60.0,53.984756097560975,False,False,57.0
2910,SWR2275,SWR2275_12343,SWR,A320,4b1616,L2J,Jet,2.0,66000.0,Medium,137.0,1600.0,3031,200.046,2024-07-13 14:09:15+00:00,,0.2500000000000001,0.06698729810778059,0.9045084971874737,0.7938926261462366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,71.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,6,6,False,EDW131G_20296,57.0,57.8,58.0,57.0,58.6,53.872894333843796,False,False,47.0
2911,SWR6MW,SWR6MW_22892,SWR,A21N,4b194c,L2J,Jet,2.0,79200.0,Medium,139.0,1625.0,3179,251.7768,2024-07-13 14:10:33+00:00,,0.2500000000000001,0.06698729810778059,0.9330127018922193,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,78.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,6,6,False,SWR2275_12343,47.0,54.6,56.0,52.0,53.6,55.149253731343286,False,False,50.0
2912,SWR4MY,SWR4MY_10309,SWR,E290,4b0292,L2J,Jet,2.0,49050.0,Medium,137.0,1600.0,3031,148.67055,2024-07-13 14:11:59+00:00,,0.2500000000000001,0.06698729810778059,0.9567727288213004,0.7033683215379002,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,86.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,7,7,False,SWR6MW_22892,50.0,54.0,55.142857142857146,53.0,54.8,53.06185567010309,False,False,52.0
2913,SWR2MX,SWR2MX_14985,SWR,BCS1,4b17df,L2J,Jet,2.0,54200.0,Medium,129.0,1600.0,2749,148.9958,2024-07-13 14:13:35+00:00,,0.2500000000000001,0.06698729810778059,0.9890738003669028,0.6039558454088796,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,96.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,8,8,False,SWR4MY_10309,52.0,51.4,54.75,63.0,54.8,55.42857142857143,False,False,52.0
2914,SWR935L,SWR935L_12820,SWR,A320,4b1618,L2J,Jet,2.0,66000.0,Medium,136.0,1625.0,3069,202.554,2024-07-13 14:14:57+00:00,,0.2500000000000001,0.06698729810778059,0.9972609476841366,0.5522642316338268,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,82.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,8,8,False,SWR2MX_14985,52.0,51.6,53.375,47.0,56.4,53.97872340425532,False,False,50.0
2915,SWR675Y,SWR675Y_9708,SWR,E290,4b028b,L2J,Jet,2.0,49050.0,Medium,131.0,1625.0,2893,141.90165,2024-07-13 14:16:32+00:00,,0.2500000000000001,0.06698729810778059,0.9972609476841368,0.44773576836617335,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,95.0,20.0,8.0,130.0,0.883022221559489,0.17860619515673032,False,False,7.94,-1.01,10,0.0,607.0,326.0,9,9,False,SWR935L_12820,50.0,50.2,53.0,52.0,53.2,53.38383838383838,False,False,54.0
